# рамки РУССКИХ строк свода после правки переписи (заполнители домов + падеж имени)
# мир	масса	рамка
formula_lang	1	( x в степени # ) в степени ( квадратный корень из # ) в записи есть $ \left( x^{#} \right)^{\sqrt{#}} $.
formula_lang	1	sum i from c - # to # + # of ( a - b ) в словах есть сумма ( разность a и b ) по i от ( разность c и # ) до ( сумма # и # ).
formula_lang	1	как читается $ c + c - \frac{c}{n} $? $ c + c - \frac{c}{n} $ в словах есть разность ( сумма c и c ) и ( дробь с числителем c и знаменателем n ).
formula_lang	1	$ \sum_{i=c}^{#} {n} - \left( c - # \right) $ в словах есть разность ( сумма n по i от c до # ) и ( разность c и # ).
formula_lang	1	сумма ( квадратный корень из y ) и ( квадратный корень из # ) в записи есть $ \sqrt{y} + \sqrt{#} $.
formula_lang	1	sum i from # - n to sqrt ( a ) of ( sqrt ( a ) ) в словах есть сумма ( квадратный корень из a ) по i от ( разность # и n ) до ( квадратный корень из a ).
formula_lang	1	как читается $ \left( \left( x \cdot c \right) \right)^{\sqrt{#}} $? $ \left( \left( x \cdot c \right) \right)^{\sqrt{#}} $ в словах есть ( произведение x и c ) в степени ( квадратный корень из # ).
formula_lang	1	$ \sum_{i=c - #}^{# + #} {a - b} $ в словах есть сумма ( разность a и b ) по i от ( разность c и # ) до ( сумма # и # ).
formula_lang	1	( log от a ) в степени ( cos от n ) в записи есть $ \left( \log{a} \right)^{\cos{n}} $.
formula_lang	1	sum i from # ^ # to sum i from x to # of ( # ) of ( abs ( y ) ) в словах есть сумма ( модуль y ) по i от ( # в степени # ) до ( сумма # по i от x до # ).
formula_lang	1	как читается $ \left( x^{#} \right)^{\sqrt{#}} $? $ \left( x^{#} \right)^{\sqrt{#}} $ в словах есть ( x в степени # ) в степени ( квадратный корень из # ).
formula_lang	1	$ \sum_{i=# - n}^{\sqrt{a}} {\sqrt{a}} $ в словах есть сумма ( квадратный корень из a ) по i от ( разность # и n ) до ( квадратный корень из a ).
formula_lang	1	сумма ( дробь с числителем n и знаменателем # ) и ( дробь с числителем a и знаменателем b ) в записи есть $ \frac{n}{#} + \frac{a}{b} $.
formula_lang	1	# * # + # * c в словах есть сумма ( произведение # и # ) и ( произведение # и c ).
formula_lang	1	как читается $ \sqrt{y} + \sqrt{#} $? $ \sqrt{y} + \sqrt{#} $ в словах есть сумма ( квадратный корень из y ) и ( квадратный корень из # ).
formula_lang	1	$ \sum_{i=#^{#}}^{\sum_{i=x}^{#} {#}} {\left| y \right|} $ в словах есть сумма ( модуль y ) по i от ( # в степени # ) до ( сумма # по i от x до # ).
formula_lang	1	( sin от c ) в степени ( сумма # и # ) в записи есть $ \left( \sin{c} \right)^{# + #} $.
formula_lang	1	abs ( y * # ) в словах есть модуль ( произведение y и # ).
formula_lang	1	как читается $ \left( \log{a} \right)^{\cos{n}} $? $ \left( \log{a} \right)^{\cos{n}} $ в словах есть ( log от a ) в степени ( cos от n ).
formula_lang	1	$ # \cdot # + # \cdot c $ в словах есть сумма ( произведение # и # ) и ( произведение # и c ).
formula_lang	1	разность ( сумма n по i от c до # ) и ( разность c и # ) в записи есть $ \sum_{i=c}^{#} {n} - \left( c - # \right) $.
formula_lang	1	log ( b + n ) в словах есть log от ( сумма b и n ).
formula_lang	1	как читается $ \frac{n}{#} + \frac{a}{b} $? $ \frac{n}{#} + \frac{a}{b} $ в словах есть сумма ( дробь с числителем n и знаменателем # ) и ( дробь с числителем a и знаменателем b ).
formula_lang	1	$ \left| y \cdot # \right| $ в словах есть модуль ( произведение y и # ).
formula_lang	1	сумма ( разность a и b ) по i от ( разность c и # ) до ( сумма # и # ) в записи есть $ \sum_{i=c - #}^{# + #} {a - b} $.
formula_lang	1	c + c - c / n в словах есть разность ( сумма c и c ) и ( дробь с числителем c и знаменателем n ).
formula_lang	1	как читается $ \left( \sin{c} \right)^{# + #} $? $ \left( \sin{c} \right)^{# + #} $ в словах есть ( sin от c ) в степени ( сумма # и # ).
formula_lang	1	$ \log{b + n} $ в словах есть log от ( сумма b и n ).
formula_lang	1	сумма ( квадратный корень из a ) по i от ( разность # и n ) до ( квадратный корень из a ) в записи есть $ \sum_{i=# - n}^{\sqrt{a}} {\sqrt{a}} $.
formula_lang	1	( x * c ) ^ sqrt ( # ) в словах есть ( произведение x и c ) в степени ( квадратный корень из # ).
formula_lang	1	как читается $ \sum_{i=c}^{#} {n} - \left( c - # \right) $? $ \sum_{i=c}^{#} {n} - \left( c - # \right) $ в словах есть разность ( сумма n по i от c до # ) и ( разность c и # ).
formula_lang	1	$ c + c - \frac{c}{n} $ в словах есть разность ( сумма c и c ) и ( дробь с числителем c и знаменателем n ).
formula_lang	1	сумма ( модуль y ) по i от ( # в степени # ) до ( сумма # по i от x до # ) в записи есть $ \sum_{i=#^{#}}^{\sum_{i=x}^{#} {#}} {\left| y \right|} $.
formula_lang	1	x ^ # ^ sqrt ( # ) в словах есть ( x в степени # ) в степени ( квадратный корень из # ).
formula_lang	1	как читается $ \sum_{i=c - #}^{# + #} {a - b} $? $ \sum_{i=c - #}^{# + #} {a - b} $ в словах есть сумма ( разность a и b ) по i от ( разность c и # ) до ( сумма # и # ).
formula_lang	1	$ \left( \left( x \cdot c \right) \right)^{\sqrt{#}} $ в словах есть ( произведение x и c ) в степени ( квадратный корень из # ).
formula_lang	1	сумма ( произведение # и # ) и ( произведение # и c ) в записи есть $ # \cdot # + # \cdot c $.
formula_lang	1	cos ( sqrt ( # ) ) + sqrt ( # ) * ( # + # ) в словах есть сумма ( cos от ( квадратный корень из # ) ) и ( произведение ( квадратный корень из # ) и ( сумма # и # ) ).
formula_lang	1	как читается $ \sin{\log{# \cdot x}} $? $ \sin{\log{# \cdot x}} $ в словах есть sin от ( log от ( произведение # и x ) ).
formula_lang	1	$ \log{\left( \left| y \right| \right)^{\sqrt{x}}} $ в словах есть log от ( ( модуль y ) в степени ( квадратный корень из x ) ).
formula_lang	1	разность ( дробь с числителем ( log от c ) и знаменателем ( произведение # и a ) ) и ( квадратный корень из ( # в степени # ) ) в записи есть $ \frac{\log{c}}{# \cdot a} - \sqrt{#^{#}} $.
formula_lang	1	sin ( sqrt ( y - # ) ) в словах есть sin от ( квадратный корень из ( разность y и # ) ).
formula_lang	1	как читается $ c - c - \sqrt{#} + \sum_{i=\sin{y}}^{c \cdot a} {\sum_{i=#}^{y} {y}} $? $ c - c - \sqrt{#} + \sum_{i=\sin{y}}^{c \cdot a} {\sum_{i=#}^{y} {y}} $ в словах есть сумма ( разность ( разность c и c ) и ( квадратный корень из # ) ) и ( сумма ( сумма y по i от # до y ) по i от ( sin от y ) до ( произведение c и a ) ).
formula_lang	1	$ \cos{\sqrt{#}} + \sqrt{#} \cdot \left( # + # \right) $ в словах есть сумма ( cos от ( квадратный корень из # ) ) и ( произведение ( квадратный корень из # ) и ( сумма # и # ) ).
formula_lang	1	модуль ( ( разность y и b ) в степени ( сумма # по i от b до # ) ) в записи есть $ \left| \left( \left( y - b \right) \right)^{\sum_{i=b}^{#} {#}} \right| $.
formula_lang	1	abs ( ( a + c ) ^ ( # / # ) ) в словах есть модуль ( ( сумма a и c ) в степени ( дробь с числителем # и знаменателем # ) ).
formula_lang	1	как читается $ \frac{\sqrt{# \cdot c}}{\left( \sqrt{x} \right)^{\log{#}}} $? $ \frac{\sqrt{# \cdot c}}{\left( \sqrt{x} \right)^{\log{#}}} $ в словах есть дробь с числителем ( квадратный корень из ( произведение # и c ) ) и знаменателем ( ( квадратный корень из x ) в степени ( log от # ) ).
formula_lang	1	$ \sin{\sqrt{y - #}} $ в словах есть sin от ( квадратный корень из ( разность y и # ) ).
formula_lang	1	cos от ( модуль ( модуль a ) ) в записи есть $ \cos{\left| \left| a \right| \right|} $.
formula_lang	1	# / # + sqrt ( b ) + n ^ # * ( # + # ) в словах есть сумма ( сумма ( дробь с числителем # и знаменателем # ) и ( квадратный корень из b ) ) и ( произведение ( n в степени # ) и ( сумма # и # ) ).
